,GRAD,INICIAIS,POSTO,HORÁRIO,LOTAÇÃO,SECRETÁRIA,HORAS_TRABALHADAS
544,GCM,RMDN,BIBLIOTECA DE CASA AMARELA,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
545,GCM,DRFC,BIBLIOTECA DE CASA AMARELA,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
546,SI,LADS,BIBLIOTECA DE CASA AMARELA,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
547,SI,JRA,ABRIGO RAIO DE LUZ,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
548,GCM,JGF,ABRIGO RAIO DE LUZ,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
549,GCM,TDMD,ABRIGO RAIO DE LUZ,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
550,GCM,RJV,ABRIGO RAIO DE LUZ,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
551,SI,BLDA,CENTRO DE REFERÃŠNCIA CLARICE LISPECTOR,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SECRETARIA DA MULHER,12x36
552,SI,MADSF,CENTRO DE REFERÃŠNCIA CLARICE LISPECTOR,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SECRETARIA DA MULHER,12x36
553,GCM,RGDS,CENTRO DE REFERÃŠNCIA CLARICE LISPECTOR,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SECRETARIA DA MULHER,12x36
554,SI,RJON,CENTRO DE REFERÃŠNCIA CLARICE LISPECTOR,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SECRETARIA DA MULHER,12x36
555,GCM,MNSS,CONSELHO DA MULHER DO RECIFE (ANTIGO CLARICE LISPECTOR),08 Ã€S 17h 2Âª/6Âª,PATRIMÃ”NIO,SECRETARIA DA MULHER,08 Horas
556,SI,MJRDA,IASC - ANTIGO ALBERGUE,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
557,INSP,RBC,IASC - ANTIGO ALBERGUE,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
558,SI,VGDS,IASC - ANTIGO ALBERGUE,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
559,SI,JABDS,IASC - ANTIGO ALBERGUE,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
560,GCM,LDSG,NOVOS RUMOS - AV NORTE,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
561,SI,LPG,NOVOS RUMOS - AV NORTE,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
562,GCM,MBDS,NOVOS RUMOS - AV NORTE,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
563,GCM,PMDG,NOVOS RUMOS - AV NORTE,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
564,GCM,GDSAM,CASA DE ACOLHIMENTO DOCE LAR,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
565,SI,JOA,CASA DE ACOLHIMENTO DOCE LAR,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
566,INSP,FVDS,GERALDÃƒO,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,ESPORTE,12x36
567,GCM,TCFDO,GERALDÃƒO,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,ESPORTE,12x36
568,SI,ORDS,GERALDÃƒO,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,ESPORTE,12x36
569,GCM,WFSDS,GERALDÃƒO,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,ESPORTE,12x36
570,GCM,GDSDS,GERALDÃƒO,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,ESPORTE,12x36
571,INSP,MGSDA,GERALDÃƒO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,ESPORTE,12x36
572,GCM,RMDN,GERALDÃƒO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,ESPORTE,12x36
573,GCM,JDDDN,GERALDÃƒO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,ESPORTE,12x36
574,GCM,MDDSA,GERALDÃƒO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,ESPORTE,12x36
575,INSP,OTDA,GERALDÃƒO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,ESPORTE,12x36
576,GCM,JLDAC,GERALDÃƒO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,ESPORTE,12x36
577,GCM,FAC,GERALDÃƒO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,ESPORTE,12x36
578,GCM,JADMR,GERALDÃƒO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,ESPORTE,12x36
579,SI,AJDS,JARDIM BOTÃ‚NICO,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
580,INSP,GADCC,JARDIM BOTÃ‚NICO,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
581,GCM,MVSVDS,JARDIM BOTÃ‚NICO,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
582,SI,Ã‰DLL,JARDIM BOTÃ‚NICO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
583,GCM,WGBDS,JARDIM BOTÃ‚NICO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
584,SI,GBX,JARDIM BOTÃ‚NICO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
585,GCM,LBDL,JARDIM BOTÃ‚NICO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SEGURANÃ‡A CIDADÃƒ,12x36
586,SI,CDN,C.T.C.A. BOA VISTA,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
587,VG,SMDOF,C.T.C.A. BOA VISTA,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
588,GCM,RFDLP,C.T.C.A. BOA VISTA,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
589,VG,NCDC,C.T.C.A. BOA VISTA,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,DIREITOS HUMANOS,12x36
590,SI,MPDF,PROCURADORIA FISCAL - SHOPING RIOMAR TORRE C,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,PROCURADORIA,12x36
591,INSP,JPBDA,PROCURADORIA FISCAL - SHOPING RIOMAR TORRE C,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,PROCURADORIA,12x36
592,GCM,PHSDA,PROCURADORIA FISCAL - SHOPING RIOMAR TORRE C,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,PROCURADORIA,12x36
593,GCM,RRMF,PROCURADORIA FISCAL - SHOPING RIOMAR TORRE C,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,PROCURADORIA,12x36
594,VG,RPDC,PROCURADORIA DA FAZENDA MUNICIPAL (R. IMPERADOR),07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,PROCURADORIA,12x36
595,VG,MPG,PROCURADORIA DA FAZENDA MUNICIPAL (R. IMPERADOR),07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,PROCURADORIA,12x36
596,SI,GJDS,PROCURADORIA DA FAZENDA MUNICIPAL (R. IMPERADOR),19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,PROCURADORIA,12x36
597,VG,ADDO,PROCURADORIA DA FAZENDA MUNICIPAL (R. IMPERADOR),19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,PROCURADORIA,12x36
598,GCM,EAADO,ESCOLA DO FREVO,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
599,GCM,VDBS,ESCOLA DO FREVO,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
600,VG,NJDS,ESCOLA DO FREVO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
601,VG,RBDS,ESCOLA DO FREVO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
602,SI,JBBDS,MAMAM,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
603,GCM,FFDAM,MAMAM,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
604,SI,AADL,MAMAM,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
605,INSP,ANRF,MAMAM,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
606,SI,CHDRB,MAMAM,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
607,SI,LDAS,MUSEU DA CIDADE DO RECIFE,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
608,GCM,JCDS,MUSEU DA CIDADE DO RECIFE,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
609,SI,MBG,MUSEU DA CIDADE DO RECIFE,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
610,GCM,PIDSM,MUSEU DA CIDADE DO RECIFE,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
611,SI,ICV,MUSEU DA CIDADE DO RECIFE,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
612,INSP,RAFDS,MUSEU DA CIDADE DO RECIFE,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
613,GCM,FHP,MUSEU DA CIDADE DO RECIFE,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
614,GCM,JMDNC,MUSEU DA CIDADE DO RECIFE,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
615,GCM,PHV,MUSEU MURILO LA GRECA,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
616,SI,MFDC,MUSEU MURILO LA GRECA,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
617,SI,JMNB,MUSEU MURILO LA GRECA,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
618,GCM,AJDAS,MUSEU MURILO LA GRECA,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
619,SI,ADAM,TEATRO APOLO,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
620,SI,RDDS,TEATRO APOLO,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
621,GCM,AVL,TEATRO APOLO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
622,SI,MÃ‚DS,TEATRO APOLO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
623,SI,LWDS,TEATRO DE SANTA ISABEL,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
624,GCM,FDRB,TEATRO DE SANTA ISABEL,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
625,SI,FCDM,TEATRO DE SANTA ISABEL,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
626,GCM,ADSP,TEATRO DE SANTA ISABEL,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
627,SI,IMDS,TEATRO HERMILO BORBA FILHO,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
628,GCM,JFBC,TEATRO HERMILO BORBA FILHO,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
629,INSP,SRMDO,TEATRO HERMILO BORBA FILHO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
630,SI,RHDC,TEATRO HERMILO BORBA FILHO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
631,INSP,PFOR,TEATRO DO PARQUE (COORDENADOR),07 Ã€S 16h 2Âª/6Âª..,PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,
632,GCM,CRCDF,TEATRO DO PARQUE,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
633,GCM,ACBDS,TEATRO DO PARQUE,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
634,GCM,BMDSF,TEATRO DO PARQUE,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
635,GCM,ACDS,TEATRO DO PARQUE,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
636,SI,MASDA,TEATRO DO PARQUE,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
637,GCM,JLDS,TEATRO DO PARQUE,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
638,SI,WADSJ,TEATRO DO PARQUE,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
639,GCM,RHSDL,TEATRO DO PARQUE,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
640,SI,JLDF,TEATRO BARRETO JÃšNIOR,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
641,SI,EDSC,TEATRO BARRETO JÃšNIOR,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
642,SI,JMDON,TEATRO BARRETO JÃšNIOR,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
643,SI,EJDS,TEATRO BARRETO JÃšNIOR,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,FUNDAÃ‡ÃƒO DE CULTURA,12x36
644,SI,GMDS,USF LAGOA ENCANTADA,07 Ã€S 16h 2Âª/6Âª.,PATRIMÃ”NIO,SAÃšDE,
645,SI,VPDS,USF CHÃƒO DE ESTRELAS,07 Ã€S 16h 2Âª/6Âª.,PATRIMÃ”NIO,SAÃšDE,
646,GCM,LADS,CS BRUNO MAIA,07 Ã€S 16h 2Âª/6Âª.,PATRIMÃ”NIO,SAÃšDE,
647,SI,FJBDS,CS DR DJAIR BRINDEIRO - COMAR,07 Ã€S 16h 2Âª/6Âª.,PATRIMÃ”NIO,SAÃšDE,
648,SI,MJCJ,USF VILA DOS MILAGRES,07 Ã€S 16h 2Âª/6Âª.,PATRIMÃ”NIO,SAÃšDE,
649,SI,JAM,POLICLÃNICA CLEMENTINO FRAGA,07 Ã€S 16h 2Âª/6Âª.,PATRIMÃ”NIO,SAÃšDE,
650,GCM,CGDF,CS ROMERO MARQUES,07 Ã€S 16h 2Âª/6Âª.,PATRIMÃ”NIO,SAÃšDE,
651,SI,Ã‰RA,CS SEBASTIÃƒO IVO RABELO SALAZAR,07 Ã€S 16h 2Âª/6Âª.,PATRIMÃ”NIO,SAÃšDE,
652,SI,EGDS,CS PROF. JOAQUIM CAVALCANTE,07 Ã€S 16h 2Âª/6Âª.,PATRIMÃ”NIO,SAÃšDE,
653,GCM,NCBDN,CS VEREADOR ROMILDO GOMES,07 Ã€S 16h 2Âª/6Âª.,PATRIMÃ”NIO,SAÃšDE,
654,GCM,GRDSF,USF CHICO MENDES,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
655,SI,EMDA,USF CHICO MENDES,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
656,GCM,GADCC,UPINHA BONGI NOVO PRADO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
657,GCM,ABDM,UPINHA BONGI NOVO PRADO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
658,GCM,PSDN,UPINHA CÃ“RREGO DO EUCLIDES,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
659,SI,JFDS,UPINHA CÃ“RREGO DO EUCLIDES,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
660,GCM,CAGDS,UPINHA CÃ“RREGO DO EUCLIDES,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
661,GCM,ACDS,UPINHA CÃ“RREGO DO EUCLIDES,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
662,SI,GJDO,UPINHA DIA JOSÃ‰ MANOEL DE FREITAS,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
663,SI,VSF,UPINHA DIA JOSÃ‰ MANOEL DE FREITAS,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
664,GCM,CZBDC,UPINHA DIA JOSÃ‰ MANOEL DE FREITAS,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
665,GCM,SRCDA,UPINHA DIA DOM HELDER,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
666,GCM,WJDS,UPINHA DIA DOM HELDER,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
667,SI,CADS,UPINHA DIA DOM HELDER,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
668,SI,RJDS,UPINHA DIA DOM HELDER,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
669,GCM,RDSA,UPINHA DIA NOVO JIQUIÃ,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
670,GCM,AEBDS,UPINHA DIA NOVO JIQUIÃ,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
671,GCM,WSF,UPINHA EMOCY KRAUSE,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
672,GCM,MVDMCWS,UPINHA EMOCY KRAUSE,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
673,INSP,RLDS,UPINHA EMOCY KRAUSE,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
674,SI,WON,UPINHA EMOCY KRAUSE,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
675,SI,PLS,UPINHA AV. NORTE,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
676,SI,RJRDS,UPINHA AV. NORTE,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
677,GCM,GDDC,UPINHA BOMBA DO HEMETÃ‰RIO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
678,GCM,EDSM,UPINHA BOMBA DO HEMETÃ‰RIO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
679,GCM,JPDS,UPINHA BOMBA DO HEMETÃ‰RIO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
680,GCM,LLMES,UPINHA CÃ“RREGO DO JENIPAPO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
681,GCM,RKDN,UPINHA CÃ“RREGO DO JENIPAPO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
682,SI,EMDA,UPINHA LINHA DO TIRO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
683,GCM,EDLS,UPINHA LINHA DO TIRO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
684,GCM,GRSDS,UPINHA 24h VILA ARRAES,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
685,INSP,JAAM,UPINHA 24h VILA ARRAES,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
686,GCM,JRDS,UPINHA 24h VILA ARRAES,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
687,GCM,LCFDMJ,UPINHA 24h VILA ARRAES,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
688,SI,FJDS,CS LESSA DE ANDRADE,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
689,SI,JCDM,CS LESSA DE ANDRADE,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
690,SI,JMDS,CS LESSA DE ANDRADE,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
691,GCM,KPDSA,CS LESSA DE ANDRADE,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
692,SI,MADN,CS LESSA DE ANDRADE,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
693,GCM,LFDS,CS LESSA DE ANDRADE,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
694,GCM,AMDS,CS LESSA DE ANDRADE,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
695,GCM,MDSA,CS LESSA DE ANDRADE,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
696,GCM,EFADL,CLARICE LISPECTOR (AV. RECIFE),07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SECRETARIA DA MULHER,12x36
697,GCM,BEQDO,CLARICE LISPECTOR (AV. RECIFE),07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SECRETARIA DA MULHER,12x36
698,GCM,BMDN,CS SENADOR ERMÃRIO DE MORAES,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
699,GCM,MRBDA,CS SENADOR ERMÃRIO DE MORAES,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
700,SI,SJSDS,CS SENADOR ERMÃRIO DE MORAES,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
701,SI,SJRDS,CS SENADOR ERMÃRIO DE MORAES,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
702,GCM,EPM,DIRETORIA DO SAMU,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
703,GCM,HDAS,DIRETORIA DO SAMU,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
704,GCM,ACSDO,HOSPITAL PEDIÃTRICO HELENA MOURA,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
705,SI,EFP,HOSPITAL PEDIÃTRICO HELENA MOURA,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
706,GCM,JASB,HOSPITAL PEDIÃTRICO HELENA MOURA,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
707,GCM,PRFL,HOSPITAL PEDIÃTRICO HELENA MOURA,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
708,SI,AGDS,HOSPITAL VETERINÃRIO - CORDEIRO,07 Ã€S 16h 2Âª/6Âª.,PATRIMÃ”NIO,DIREITO DOS ANIMAIS,
709,GCM,RCS,HOSPITAL VETERINÃRIO - CORDEIRO,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,DIREITO DOS ANIMAIS,12x36
710,GCM,MDNDS,HOSPITAL VETERINÃRIO - CORDEIRO,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,DIREITO DOS ANIMAIS,12x36
711,SI,JSDS,HOSPITAL VETERINÃRIO - CORDEIRO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,DIREITO DOS ANIMAIS,12x36
712,INSP,CAS,HOSPITAL VETERINÃRIO - CORDEIRO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,DIREITO DOS ANIMAIS,12x36
713,GCM,ARV,HOSPITAL VETERINÃRIO - CORDEIRO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,DIREITO DOS ANIMAIS,12x36
714,SI,DEDS,LABORATORIO MUNICIPAL DE SAUDE - JULIÃƒO,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
715,SI,MAGDS,LABORATORIO MUNICIPAL DE SAUDE - JULIÃƒO,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
716,SI,IFA,LABORATORIO MUNICIPAL DE SAUDE - JULIÃƒO,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
717,GCM,STBDO,LABORATORIO MUNICIPAL DE SAUDE - JULIÃƒO,07 Ã€S 19h DI(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
718,GCM,GDJM,LABORATORIO MUNICIPAL DE SAUDE - JULIÃƒO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
719,GCM,DBA,LABORATORIO MUNICIPAL DE SAUDE - JULIÃƒO,19 Ã€S 07h DP(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
720,SI,GSDA,LABORATORIO MUNICIPAL DE SAUDE - JULIÃƒO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
721,GCM,FMDOB,LABORATORIO MUNICIPAL DE SAUDE - JULIÃƒO,19 Ã€S 07h DI(NOT),PATRIMÃ”NIO,SAÃšDE,12x36
722,GCM,EJDPS,MATERNIDADE BANDEIRA FILHO,07 Ã€S 19h DP(DIA),PATRIMÃ”NIO,SAÃšDE,12x36
