ID,INEP_ESCOLA,CÓDIGO_ESCOLA,NOME_ESCOLA,LATITUDE,LONGITUDE,CEP,ENDEREÇO,ENDEREÇO_NÚMERO,ENDEREÇO_COMPLEMENTO,BAIRRO_CÓDIGO,BAIRRO,TELEFONE,FAX,EMAIL
287,26168065,954,ESCOLA MUNICIPAL JORDAO BAIXO - ANEXO I,-813088,-34938654,51250340,GOVERNADOR ROBERTO DA SILVEIRA,52,,221,JORDAO,32323501.0,34626824.0,
288,26166674,955,ESCOLA MUNICIPAL MARLUCE SANTIAGO DA SILVA - ANEXO I,-7980495,-34917737,52170020,GALO DE CAMPINA,SN,,400,PASSARINHO,34495202.0,,MSANTIAGOSILVA@IG.COM.BR
289,26170671,956,ESCOLA MUNICIPAL MAESTRO NELSON FERREIRA,-8125451,-34935842,51240230,AVELINO CHAVES,176,,230,IBURA,32323509.0,34624110.0,
290,26177960,957,ESCOLA MUNICIPAL POETA SOLANO TRINDADE,-8019102,-34892515,52120301,DA REGENERACAO,103,,337,AGUA FRIA,32327810.0,32327932.0,
291,26170752,960,ESCOLA MUNICIPAL DEUS E AMOR - ANEXO I,-8018816,-3489834,52111410,MANOEL LOPES,46,,337,AGUA FRIA,32327807.0,,ESCOLADEUSEAMOR@YAHOO.COM.BR
292,26123380,962,ESCOLA MUNICIPAL ALTO DA BELA VISTA,-8084702,-34968917,50791180,ALTO DA BELA VISTA,369,,914,TOTO,32321157.0,,
293,26170663,963,ESCOLA MUNICIPAL JARDIM MONTE VERDE,-8116462,-34959245,51340255,CHAPADA DO ARARIPE,92,,884,COHAB,32323110.0,,
294,26170710,964,ESCOLA MUNICIPAL SITIO DO BERARDO,-8055837,-34914144,50720320,PROFESSOR LINS E SILVA,66,,663,PRADO,32327520.0,32287297.0,
295,26170744,966,ESCOLA MUNICIPAL LADJANE BANDEIRA,-8014215,-34902618,52211230,SANTA EFIGENIA,281,,337,AGUA FRIA,32327805.0,,
296,26170639,967,ESCOLA MUNICIPAL ASA BRANCA,-8124095,-34949264,51290610,MARIA ADELAIDE CASTELO BRANCO,55,IBURA,884,COHAB,32323125.0,,
297,26170647,968,ESCOLA MUNICIPAL DIACONO ABEL GUEIROS,-8014503,-3493124,52090260,NORTE,7696,,582,MACAXEIRA,32324112.0,32698287.0,
298,26170655,969,ESCOLA MUNICIPAL JARDIM MONTE VERDE - ANEXO I,-8116462,-34959245,51340255,CHAPADA DO ARARIPE,67,,884,COHAB,32323146.0,,
299,26170795,972,ESCOLA MUNICIPAL ANEXO MANOEL ROLIM,-8081867,-34955321,50790440,ITAMONTE,143,,752,CURADO,32322517.0,,
300,26170779,974,ESCOLA MUNICIPAL CHICO MENDES,-8103288,-34932769,50875251,DO CAMPO,S/N,,850,AREIAS,32322511.0,,GORETHSOARES@HOTMAIL.COM
301,26170728,978,CRECHE MUNICIPAL SITIO GRANDE,-8098504,-34914944,51170400,PADRE CARLOS LEONCIO,123,,264,IMBIRIBEIRA,32323315.0,34772748.0,
302,26170736,979,CRECHE MUNICIPAL ESPERANCA,-8066857,-34936716,50761200,LEILA FELIX KARAN,S/N,,817,SAN MARTIN,32327527.0,,
303,26157489,980,CRECHE MUNICIPAL CASINHA AZUL,-8029929,-34934371,50731370,SAO MATEUS,S/N,,698,IPUTINGA,32324718.0,,
304,26157560,981,CRECHE MUNICIPAL VINDE A MIM AS CRIANCINHAS,-8055896,-3491285,50720750,EDEIA,89,,647,MADALENA,32327533.0,34450111.0,
305,26156628,982,CRECHE MUNICIPAL SITIO DO CARDOSO,-8049244,-34912799,50710470,PADRE LANDIN,390,,647,MADALENA,32327323.0,34453609.0,CRECHESITIODOCARDOSO@GMAIL.COM
306,26156750,983,CRECHE MUNICIPAL DA TORRE,-8044674,-3491751,50711550,CANTORA CLARA NUNES,S/N,,655,TORRE,32327525.0,34452107.0,
307,26156849,984,CRECHE MUNICIPAL RODA DE FOGO,-8059606,-34937534,50660330,PINTOR HELIO FEIJO,S/N,,701,TORROES,32324757.0,34533001.0,
308,26156792,986,CRECHE MUNICIPAL DE AFOGADOS,-8084218,-34911434,50770765,CERRO NEGRO,215,,779,AFOGADOS,32322218.0,34285287.0,
309,26156776,987,CRECHE MUNICIPAL DA MANGUEIRA,-8074908,-34921305,50820000,21 DE ABRIL,1555,,779,AFOGADOS,32322219.0,34473405.0,
310,26156725,988,CRECHE MUNICIPAL DO BONGI,-806676,-34915379,50751110,MAJOR MARIO PORTELA,S/N,,809,BONGI,32327524.0,34454644.0,
311,26156695,989,CRECHE MUNICIPAL DO JORDAO BAIXO-,-8135771,-3493694,51260620,SAO JOSE DA LAJE,19,Q39,230,IBURA,32323513.0,34621674.0,
312,26156610,990,CRECHE MUNICIPAL DO IBURA-,-8134258,-34949208,51000000,EXPEDICIONARIO FRANCISCO VITORIANO,S/N,,884,COHAB,32323130.0,34751288.0,
313,26171660,991,CRECHE MUNICIPAL NOSSA SENHORA DE FATIMA,-799761,-34933288,52091210,ALTO DO RESERVATORIO,720,,612,BREJO DA GUABIRABA,32324192.0,34425691.0,
314,26171651,992,CRECHE MUNICIPAL MONTE DAS OLIVEIRAS,-800063,-3493356,52091260,ALTO DA BRASILEIRA,7,,612,BREJO DA GUABIRABA,32324163.0,34419801.0,
315,26171694,993,ESCOLA MUNICIPAL ALDA ROMEU - ANX IV,-8012292,-3490312,52211250,CORREGO DO DEODATO,687,,337,AGUA FRIA,32327863.0,,EMALDAROMEU@YAHOO.COM.BR
316,26171643,994,CRECHE MUNICIPAL ARITANA,-8108987,-34906591,51160270,MANOEL CAVALCANTI BEZERRA,37,,264,IMBIRIBEIRA,32323409.0,,
317,26168111,995,ESCOLA MUNICIPAL DO PANTANAL - ANEXO II,-8106241,-34958716,51345820,PRESIDENTE MEDICI,115,,876,BARRO,32323132.0,,
318,26171740,996,ESCOLA MUNICIPAL DA GUABIRABA,-7993301,-34935166,52291140,CASSITERITA,395,A,612,BREJO DA GUABIRABA,32324323.0,,EMDAGUABIRABA@GMAIL.COM
319,26171767,997,ESCOLA MUNICIPAL CARLUCIO CASTANHA,-8121345,-3494648,51290310,PERNAMBUCO,S/N,,884,COHAB,32323426.0,34754023.0,
320,26171708,998,ESCOLA MUNICIPAL TRES CARNEIROS - ANEXO I,-8130492,-34949284,51300360,CURUCA,9,,230,IBURA,,,
321,26171724,999,ESCOLA MUNICIPAL JOAO AMAZONAS,-8002044,-34906058,52140340,BELA VISTA,284,,396,DOIS UNIDOS,32327819.0,,
